time,sim_1
1.140000000000000000e+02,4.531362630477284270e+00
1.150000000000000000e+02,2.433871135088861948e+01
1.160000000000000000e+02,7.301532873390156908e+01
1.170000000000000000e+02,9.351307745670379745e+01
1.180000000000000000e+02,1.373841975193857934e+02
1.190000000000000000e+02,1.797336827667750754e+02
1.200000000000000000e+02,1.015839408960039947e+02
1.210000000000000000e+02,3.050087419052323057e+01
1.220000000000000000e+02,7.538847866865785896e+00
1.230000000000000000e+02,1.190533853063578951e+00
1.240000000000000000e+02,2.992084535332803150e-02
1.250000000000000000e+02,9.595005481248044532e-01
1.260000000000000000e+02,2.653097978794159317e+01
1.270000000000000000e+02,8.284975589038835153e+01
1.280000000000000000e+02,1.238331293383231326e+02
1.290000000000000000e+02,1.262258552781082699e+02
1.300000000000000000e+02,9.135095926397360699e+01
1.310000000000000000e+02,1.922130159567060304e+01
1.320000000000000000e+02,5.122390666398833614e-02
1.330000000000000000e+02,6.589458373101052757e+00
1.340000000000000000e+02,1.243017221625002655e+01
1.350000000000000000e+02,2.363177797006649428e+01
1.360000000000000000e+02,6.817208798959360649e+01
1.370000000000000000e+02,9.222224672921451827e+01
1.380000000000000000e+02,6.168189337244323411e+01
1.390000000000000000e+02,1.366931123955363780e+01
1.400000000000000000e+02,6.164953624053803871e+00
1.410000000000000000e+02,6.291131226034355706e+01
1.420000000000000000e+02,1.006130367062911688e+02
1.430000000000000000e+02,1.679484167572300350e+02
1.440000000000000000e+02,2.557977744256294272e+02
1.450000000000000000e+02,2.154399729749698338e+02
1.460000000000000000e+02,1.025811660414176174e+02
1.470000000000000000e+02,4.807247037529588596e+01
1.480000000000000000e+02,2.252154340254019260e+01
1.490000000000000000e+02,1.061685776222143573e+01
1.500000000000000000e+02,5.019117814416799384e+00
1.510000000000000000e+02,1.785248687607356555e+00
1.520000000000000000e+02,9.474077003697564336e+00
1.530000000000000000e+02,7.665735131358397325e+01
1.540000000000000000e+02,1.802853713993768281e+02
1.550000000000000000e+02,2.689947775552902272e+02
1.560000000000000000e+02,2.940623745219573948e+02
1.570000000000000000e+02,1.920821493845897123e+02
1.580000000000000000e+02,8.517843383453842421e+01
1.590000000000000000e+02,3.752862098499233667e+01
1.600000000000000000e+02,1.624832306871518384e+01
1.610000000000000000e+02,6.884785276108696728e+00
1.620000000000000000e+02,2.815283596415546263e+00
1.630000000000000000e+02,3.095565513411086336e-02
1.640000000000000000e+02,2.254632080239904113e+01
1.650000000000000000e+02,9.999115432463229070e+01
1.660000000000000000e+02,1.932436769745706044e+02
1.670000000000000000e+02,2.515192371059016239e+02
1.680000000000000000e+02,2.325510286559559177e+02
1.690000000000000000e+02,1.112165050969278610e+02
1.700000000000000000e+02,3.704256666161356293e+01
1.710000000000000000e+02,1.094549569024744784e+01
1.720000000000000000e+02,2.633904616905794249e+00
1.730000000000000000e+02,4.087853193562598353e-01
1.740000000000000000e+02,1.356636746317764763e-01
1.750000000000000000e+02,2.053572867320448481e+01
1.760000000000000000e+02,7.998043788049433545e+01
1.770000000000000000e+02,1.372225292982592464e+02
1.780000000000000000e+02,1.534931874181999376e+02
1.790000000000000000e+02,1.256148929920332762e+02
1.800000000000000000e+02,4.217375806615497424e+01
1.810000000000000000e+02,4.003394707509015049e+00
1.820000000000000000e+02,1.983178016966807844e-01
1.830000000000000000e+02,2.727148575943989073e+00
1.840000000000000000e+02,5.561166109606165087e+00
1.850000000000000000e+02,3.477558680640726152e+01
1.860000000000000000e+02,8.007645062606529507e+01
1.870000000000000000e+02,9.461756041099116032e+01
1.880000000000000000e+02,6.873737309610869772e+01
1.890000000000000000e+02,2.332236584215350916e+01
1.900000000000000000e+02,1.825349648285280013e+00
1.910000000000000000e+02,3.235234232013641531e+01
1.920000000000000000e+02,5.515330884040664472e+01
1.930000000000000000e+02,9.690764507047836673e+01
1.940000000000000000e+02,1.855934636786648468e+02
1.950000000000000000e+02,1.919530452950118047e+02
1.960000000000000000e+02,8.190585776414611985e+01
1.970000000000000000e+02,3.722321367678599113e+00
1.980000000000000000e+02,4.469348229236337566e+00
1.990000000000000000e+02,1.609578680661828187e+01
2.000000000000000000e+02,2.147766332637500142e+01
2.010000000000000000e+02,3.689365938894513164e+01
2.020000000000000000e+02,6.590673923581404381e+01
2.030000000000000000e+02,5.321664430453913752e+01
2.040000000000000000e+02,1.183229314646107788e+01
2.050000000000000000e+02,5.461736715373614715e+00
2.060000000000000000e+02,9.225306928401118967e+01
2.070000000000000000e+02,2.928499751044594177e+02
2.080000000000000000e+02,5.993810796158410312e+02
2.090000000000000000e+02,8.201850885669410900e+02
2.100000000000000000e+02,7.160475546907960052e+02
2.110000000000000000e+02,4.963359756124989417e+02
2.120000000000000000e+02,3.304368889025051885e+02
2.130000000000000000e+02,2.130404273758005900e+02
2.140000000000000000e+02,1.331563465252012861e+02
2.150000000000000000e+02,8.145769683636171976e+01
2.160000000000000000e+02,4.879016764271923279e+01
2.170000000000000000e+02,2.863794746940387626e+01
2.180000000000000000e+02,1.650035373784006509e+01
2.190000000000000000e+02,9.237535920310214976e+00
2.200000000000000000e+02,2.945511944117344516e+00
2.210000000000000000e+02,1.227907903863331818e+01
2.220000000000000000e+02,9.918002555846294399e+01
2.230000000000000000e+02,2.406615839220347084e+02
2.240000000000000000e+02,3.723501521415371371e+02
2.250000000000000000e+02,4.196350774403298942e+02
2.260000000000000000e+02,2.889259625058915049e+02
2.270000000000000000e+02,1.592533358153283700e+02
2.280000000000000000e+02,8.793723576466062752e+01
2.290000000000000000e+02,4.811784963936183601e+01
2.300000000000000000e+02,2.574157615820428191e+01
2.310000000000000000e+02,1.375260029551380470e+01
2.320000000000000000e+02,7.450696029794189990e+00
2.330000000000000000e+02,2.551883862420700755e+00
2.340000000000000000e+02,1.081866278779634172e+01
2.350000000000000000e+02,8.761818195287212063e+01
2.360000000000000000e+02,2.107564441742098325e+02
2.370000000000000000e+02,3.244245198498239233e+02
2.380000000000000000e+02,3.647768521998883102e+02
2.390000000000000000e+02,2.490787371448787439e+02
2.400000000000000000e+02,1.292123048773768232e+02
2.410000000000000000e+02,6.650064650236605246e+01
2.420000000000000000e+02,3.400333502302770938e+01
2.430000000000000000e+02,1.746862831673396244e+01
2.440000000000000000e+02,9.175572672800520024e+00
2.450000000000000000e+02,4.839308369111882335e+00
2.460000000000000000e+02,4.204925277650238269e-01
2.470000000000000000e+02,4.153422137483863708e+01
2.480000000000000000e+02,1.455066687478021379e+02
2.490000000000000000e+02,2.647976040479010749e+02
2.500000000000000000e+02,3.420043694361910980e+02
2.510000000000000000e+02,3.035019123226387023e+02
2.520000000000000000e+02,1.584008162990474489e+02
2.530000000000000000e+02,7.824820683719310921e+01
2.540000000000000000e+02,3.861249277910378197e+01
2.550000000000000000e+02,1.903477969660865554e+01
2.560000000000000000e+02,9.327555404904272152e+00
2.570000000000000000e+02,4.576649533168328787e+00
2.580000000000000000e+02,1.890002190558512096e-01
2.590000000000000000e+02,2.291332598864954306e+01
2.600000000000000000e+02,1.078035938516481593e+02
2.610000000000000000e+02,2.172186731915723783e+02
2.620000000000000000e+02,2.968854960491429438e+02
2.630000000000000000e+02,2.879148551229853297e+02
2.640000000000000000e+02,1.571547244288166496e+02
2.650000000000000000e+02,7.060662481360316178e+01
2.660000000000000000e+02,3.156975868337587343e+01
2.670000000000000000e+02,1.417263018204317859e+01
2.680000000000000000e+02,6.496109418775585453e+00
2.690000000000000000e+02,2.933586329731061593e+00
2.700000000000000000e+02,3.820618132141848644e-01
2.710000000000000000e+02,3.594360004341690029e+01
