time,sim_1
1.460000000000000000e+02,6.946116582497860463e+02
1.470000000000000000e+02,6.903731838901117044e+02
1.480000000000000000e+02,5.876172257851900440e+02
1.490000000000000000e+02,4.846896157068467232e+02
1.500000000000000000e+02,3.958518641978593564e+02
1.510000000000000000e+02,3.202807641504688263e+02
1.520000000000000000e+02,2.574979834159204870e+02
1.530000000000000000e+02,2.057850531987533316e+02
1.540000000000000000e+02,1.633788506582434934e+02
1.550000000000000000e+02,1.290108407376976345e+02
1.560000000000000000e+02,1.012848879949443415e+02
1.570000000000000000e+02,7.919794747960494874e+01
1.580000000000000000e+02,6.172001674816679184e+01
1.590000000000000000e+02,4.797753039585749946e+01
1.600000000000000000e+02,3.710434943887049997e+01
1.610000000000000000e+02,2.854747170499927833e+01
1.620000000000000000e+02,2.186844782039663571e+01
1.630000000000000000e+02,1.677388068345728200e+01
1.640000000000000000e+02,1.290205313191482261e+01
1.650000000000000000e+02,9.858750696630222521e+00
1.660000000000000000e+02,2.233109505795705996e+00
1.670000000000000000e+02,2.986643347986766006e+00
1.680000000000000000e+02,3.313862388662434455e+01
1.690000000000000000e+02,1.010166490201726504e+02
1.700000000000000000e+02,2.026907790752776748e+02
1.710000000000000000e+02,3.267090607323755194e+02
1.720000000000000000e+02,4.592223888477543596e+02
1.730000000000000000e+02,5.847034344797530139e+02
1.740000000000000000e+02,6.728305781756597526e+02
1.750000000000000000e+02,6.836627286549472728e+02
1.760000000000000000e+02,5.883949114426967526e+02
1.770000000000000000e+02,4.809390901913169500e+02
1.780000000000000000e+02,3.897237904238276656e+02
1.790000000000000000e+02,3.134000833342727219e+02
1.800000000000000000e+02,2.505743101276974016e+02
1.810000000000000000e+02,1.990454410268459071e+02
1.820000000000000000e+02,1.573260548681570583e+02
1.830000000000000000e+02,1.237266429922182738e+02
1.840000000000000000e+02,9.691298923714023772e+01
1.850000000000000000e+02,7.553726129935066069e+01
1.860000000000000000e+02,5.841981402091354170e+01
1.870000000000000000e+02,4.498667887606971760e+01
1.880000000000000000e+02,3.456470109225474374e+01
1.890000000000000000e+02,2.642365570652698992e+01
1.900000000000000000e+02,2.015236890551854998e+01
1.910000000000000000e+02,1.544558346334159715e+01
1.920000000000000000e+02,1.177764006050747980e+01
1.930000000000000000e+02,8.469720466348677590e+00
1.940000000000000000e+02,7.504661243715592400e-01
1.950000000000000000e+02,6.647245120029102061e+00
1.960000000000000000e+02,4.487471914899557390e+01
1.970000000000000000e+02,1.203953427913335901e+02
1.980000000000000000e+02,2.269528926681280439e+02
1.990000000000000000e+02,3.520825593183546403e+02
2.000000000000000000e+02,4.821959303526535905e+02
2.010000000000000000e+02,6.002052381279372639e+02
2.020000000000000000e+02,6.728832980934334955e+02
2.030000000000000000e+02,6.595261134981320765e+02
2.040000000000000000e+02,5.538827409056801798e+02
2.050000000000000000e+02,4.528296885235269542e+02
2.060000000000000000e+02,3.669167180632463214e+02
2.070000000000000000e+02,2.948833958542719529e+02
2.080000000000000000e+02,2.351682028780224982e+02
2.090000000000000000e+02,1.862009625506298960e+02
2.100000000000000000e+02,1.466876420350687056e+02
2.110000000000000000e+02,1.151687130621838691e+02
2.120000000000000000e+02,9.017340822376719700e+01
2.130000000000000000e+02,7.031045661857463358e+01
2.140000000000000000e+02,5.443441400673304997e+01
2.150000000000000000e+02,4.196443641799559288e+01
2.160000000000000000e+02,3.217754974216291686e+01
2.170000000000000000e+02,2.452191683937435585e+01
2.180000000000000000e+02,1.858400366982802510e+01
2.190000000000000000e+02,1.398215269892849655e+01
2.200000000000000000e+02,1.054597107977266113e+01
2.210000000000000000e+02,6.102831629612527564e+00
2.220000000000000000e+02,2.855234456771359348e-03
2.230000000000000000e+02,1.397428774751723424e+01
2.240000000000000000e+02,6.280053848701061270e+01
2.250000000000000000e+02,1.477868136488136770e+02
2.260000000000000000e+02,2.601021120135810634e+02
2.270000000000000000e+02,3.869728607522523589e+02
2.280000000000000000e+02,5.141387015534789953e+02
2.290000000000000000e+02,6.204600515595088837e+02
2.300000000000000000e+02,6.693140644018141074e+02
2.310000000000000000e+02,6.218026772229856078e+02
2.320000000000000000e+02,5.079725292244951333e+02
2.330000000000000000e+02,4.112061928698407769e+02
2.340000000000000000e+02,3.308370129159488897e+02
2.350000000000000000e+02,2.646604512365986466e+02
2.360000000000000000e+02,2.103404585506151534e+02
2.370000000000000000e+02,1.659990287000154865e+02
2.380000000000000000e+02,1.303671722513944644e+02
2.390000000000000000e+02,1.018007819184868623e+02
2.400000000000000000e+02,7.926232762677848598e+01
2.410000000000000000e+02,6.167354803206190894e+01
2.420000000000000000e+02,4.793271368119570042e+01
2.430000000000000000e+02,3.703694075291208065e+01
2.440000000000000000e+02,2.839391933048836947e+01
2.450000000000000000e+02,2.170885706781943014e+01
2.460000000000000000e+02,1.655906186475797526e+01
2.470000000000000000e+02,1.249356523893098014e+01
2.480000000000000000e+02,9.415323518789564972e+00
2.490000000000000000e+02,2.032889597053027853e+00
2.500000000000000000e+02,3.149042262015115501e+00
2.510000000000000000e+02,3.340022063499210248e+01
2.520000000000000000e+02,1.009250882608906750e+02
2.530000000000000000e+02,2.018484084534760257e+02
2.540000000000000000e+02,3.249678085450894400e+02
2.550000000000000000e+02,4.559578510492900705e+02
2.560000000000000000e+02,5.793226019030155385e+02
2.570000000000000000e+02,6.653471757211566455e+02
2.580000000000000000e+02,6.737869453819581622e+02
2.590000000000000000e+02,5.777773447074391697e+02
2.600000000000000000e+02,4.702955986833483166e+02
2.610000000000000000e+02,3.800782428762225891e+02
2.620000000000000000e+02,3.049737704666754325e+02
2.630000000000000000e+02,2.431459272847479269e+02
2.640000000000000000e+02,1.930586664901625511e+02
2.650000000000000000e+02,1.526052915691134046e+02
2.660000000000000000e+02,1.200905450887687920e+02
2.670000000000000000e+02,9.432126973080181642e+01
2.680000000000000000e+02,7.399212783283466877e+01
2.690000000000000000e+02,5.772484464360142908e+01
2.700000000000000000e+02,4.498516043573999212e+01
2.710000000000000000e+02,3.482008900096693793e+01
