time,sim_1
6.600000000000000000e+01,5.517348563698752706e+00
6.700000000000000000e+01,1.866614914955053942e-03
6.800000000000000000e+01,1.988080646703477283e+00
6.900000000000000000e+01,2.196866146910726414e+01
7.000000000000000000e+01,5.692519420552315523e+01
7.100000000000000000e+01,7.254843803294326676e+01
7.200000000000000000e+01,5.663605587412767051e+01
7.300000000000000000e+01,1.462026393157096216e+01
7.400000000000000000e+01,3.891383366728088600e+00
7.500000000000000000e+01,3.302163843147380362e+01
7.600000000000000000e+01,1.130132985991739361e+02
7.700000000000000000e+01,2.063841922662404045e+02
7.800000000000000000e+01,2.049191967905762510e+02
7.900000000000000000e+01,1.085018730125560751e+02
8.000000000000000000e+01,5.014402331114847300e+01
8.100000000000000000e+01,2.370907011548236198e+01
8.200000000000000000e+01,1.117994381811312010e+01
8.300000000000000000e+01,4.995851213728771611e+00
8.400000000000000000e+01,1.436704894590907555e+00
8.500000000000000000e+01,3.325707886234221888e+01
8.600000000000000000e+01,9.333294334584971352e+01
8.700000000000000000e+01,1.435421377326569541e+02
8.800000000000000000e+01,1.323898202495195733e+02
8.900000000000000000e+01,5.577262553346461260e+01
9.000000000000000000e+01,1.654810997262239169e+01
9.100000000000000000e+01,4.039146129837360100e+00
9.200000000000000000e+01,6.771191010051172965e-01
9.300000000000000000e+01,4.820829426606268342e+00
9.400000000000000000e+01,3.706220765658235194e+01
9.500000000000000000e+01,7.828569317113731074e+01
9.600000000000000000e+01,9.584127568408412401e+01
9.700000000000000000e+01,6.792302014809320099e+01
9.800000000000000000e+01,1.290229363146724140e+01
9.900000000000000000e+01,1.982392050523914401e-02
1.000000000000000000e+02,3.948605611759139933e+00
1.010000000000000000e+02,1.889726291568025474e+01
1.020000000000000000e+02,5.543561092268923574e+01
1.030000000000000000e+02,7.462220159807493758e+01
1.040000000000000000e+02,5.524209313994155224e+01
1.050000000000000000e+02,1.343717404926608872e+01
1.060000000000000000e+02,4.172721013482920682e+00
1.070000000000000000e+02,3.261144647085193071e+01
1.080000000000000000e+02,1.092819876499411862e+02
1.090000000000000000e+02,1.975015534833171102e+02
1.100000000000000000e+02,1.934121516918836790e+02
1.110000000000000000e+02,9.874838755935455481e+01
1.120000000000000000e+02,4.291405203813760494e+01
1.130000000000000000e+02,1.805464163953921641e+01
1.140000000000000000e+02,7.327403183399202824e+00
1.150000000000000000e+02,1.928168171869144132e+00
1.160000000000000000e+02,6.221144305285611686e+00
1.170000000000000000e+02,4.681509448254446681e+01
1.180000000000000000e+02,1.029633701785424051e+02
1.190000000000000000e+02,1.345079699019975408e+02
1.200000000000000000e+02,1.008952062624564689e+02
1.210000000000000000e+02,3.121028387204859911e+01
1.220000000000000000e+02,6.418179229189815871e+00
1.230000000000000000e+02,6.415588559277086711e-01
1.240000000000000000e+02,4.863958096211704607e-01
1.250000000000000000e+02,1.823708984510970055e+01
1.260000000000000000e+02,5.426480419219606688e+01
1.270000000000000000e+02,7.569677855868101801e+01
1.280000000000000000e+02,6.638805373362416162e+01
1.290000000000000000e+02,2.415781235967698848e+01
1.300000000000000000e+02,4.224707434471091649e-01
1.310000000000000000e+02,1.665844460858274445e+01
1.320000000000000000e+02,5.102464227764486537e+01
1.330000000000000000e+02,1.159082498924782243e+02
1.340000000000000000e+02,1.370737233386642799e+02
1.350000000000000000e+02,7.990219461566161385e+01
1.360000000000000000e+02,1.532317532041867381e+01
1.370000000000000000e+02,6.208731699608590615e-01
1.380000000000000000e+02,7.516045666249987489e-01
1.390000000000000000e+02,8.646520979536251872e+00
1.400000000000000000e+02,3.874453297855173872e+01
1.410000000000000000e+02,6.350779331273384543e+01
1.420000000000000000e+02,6.143954263609244038e+01
1.430000000000000000e+02,2.857525427119654537e+01
1.440000000000000000e+02,8.989308577012525281e-02
1.450000000000000000e+02,4.209123283346718836e+01
1.460000000000000000e+02,1.872010191329707993e+02
1.470000000000000000e+02,3.661570826772202167e+02
1.480000000000000000e+02,4.190362316993754348e+02
1.490000000000000000e+02,3.005293862477678886e+02
1.500000000000000000e+02,1.996093578479396058e+02
1.510000000000000000e+02,1.292656726345897198e+02
1.520000000000000000e+02,8.111212446953658173e+01
1.530000000000000000e+02,4.958769431563356989e+01
1.540000000000000000e+02,3.000164026902669789e+01
1.550000000000000000e+02,1.787987026388936229e+01
1.560000000000000000e+02,8.173779272209127811e+00
1.570000000000000000e+02,2.173905944760190057e+00
1.580000000000000000e+02,4.619308594013249092e+01
1.590000000000000000e+02,1.304276697688900413e+02
1.600000000000000000e+02,2.021503155303030326e+02
1.610000000000000000e+02,1.863262327062403187e+02
1.620000000000000000e+02,9.575343904759438374e+01
1.630000000000000000e+02,4.682123691279599598e+01
1.640000000000000000e+02,2.320638108313486114e+01
1.650000000000000000e+02,1.147202484090196073e+01
1.660000000000000000e+02,4.525641832768354078e+00
1.670000000000000000e+02,2.999804356970436459e+00
1.680000000000000000e+02,4.122434885269574778e+01
1.690000000000000000e+02,1.057077707233956687e+02
1.700000000000000000e+02,1.538637323264571251e+02
1.710000000000000000e+02,1.322716987229217125e+02
1.720000000000000000e+02,5.265097238674047020e+01
1.730000000000000000e+02,1.626778870573062008e+01
1.740000000000000000e+02,4.124763873537949266e+00
1.750000000000000000e+02,7.608732464093510561e-01
1.760000000000000000e+02,4.386435584699743373e+00
1.770000000000000000e+02,3.549744217864993345e+01
1.780000000000000000e+02,7.589803924255998879e+01
1.790000000000000000e+02,9.382611234477155904e+01
1.800000000000000000e+02,6.719212594417052742e+01
1.810000000000000000e+02,1.280854895598852572e+01
1.820000000000000000e+02,1.289925178222582069e-01
1.830000000000000000e+02,5.430064143932721521e+00
1.840000000000000000e+02,2.235890153155756366e+01
1.850000000000000000e+02,5.982895620678672799e+01
1.860000000000000000e+02,7.515332874906836480e+01
1.870000000000000000e+02,5.054447170263555478e+01
1.880000000000000000e+02,9.053322881103573749e+00
1.890000000000000000e+02,6.137522296385840903e+00
1.900000000000000000e+02,3.519357817600684513e+01
1.910000000000000000e+02,1.110954957704423975e+02
1.920000000000000000e+02,1.885990972645239481e+02
1.930000000000000000e+02,1.725971233161075986e+02
1.940000000000000000e+02,8.056073124156047527e+01
1.950000000000000000e+02,3.209402928283232370e+01
1.960000000000000000e+02,1.273218441099215070e+01
1.970000000000000000e+02,4.797222950297329369e+00
1.980000000000000000e+02,1.057441044189777468e-01
1.990000000000000000e+02,1.493572200869382094e+01
2.000000000000000000e+02,6.140919625376633206e+01
2.010000000000000000e+02,1.090481518112562469e+02
2.020000000000000000e+02,1.182743277451322967e+02
2.030000000000000000e+02,6.527512344987417237e+01
2.040000000000000000e+02,1.360926002986523820e+01
2.050000000000000000e+02,1.189815095638790288e+00
2.060000000000000000e+02,9.377347885349962553e-02
2.070000000000000000e+02,6.530315157957200967e+00
2.080000000000000000e+02,3.382903519267526349e+01
2.090000000000000000e+02,5.808656198557687134e+01
2.100000000000000000e+02,5.959101963993933282e+01
2.110000000000000000e+02,3.241301991870735577e+01
2.120000000000000000e+02,1.114316157967824239e+00
2.130000000000000000e+02,3.141474628110525202e+01
2.140000000000000000e+02,1.653345740555382122e+02
2.150000000000000000e+02,3.466794842340558489e+02
2.160000000000000000e+02,4.235947121977071674e+02
2.170000000000000000e+02,3.171026852247489387e+02
2.180000000000000000e+02,2.141354046882173350e+02
2.190000000000000000e+02,1.406835331546385817e+02
2.200000000000000000e+02,8.923150246932605967e+01
2.210000000000000000e+02,5.589224873866903209e+01
2.220000000000000000e+02,3.470875643859562842e+01
2.230000000000000000e+02,2.126850628432425694e+01
2.240000000000000000e+02,1.215868284433411972e+01
2.250000000000000000e+02,9.882141861182142106e-02
2.260000000000000000e+02,3.317291748926695050e+01
2.270000000000000000e+02,1.156502714399982210e+02
2.280000000000000000e+02,2.007930022912318293e+02
2.290000000000000000e+02,2.111156591817787955e+02
2.300000000000000000e+02,1.226844100801130111e+02
2.310000000000000000e+02,6.262048725209574229e+01
2.320000000000000000e+02,3.161187577119844860e+01
2.330000000000000000e+02,1.560965687966509208e+01
2.340000000000000000e+02,7.529334801877034522e+00
2.350000000000000000e+02,6.389012749573748373e-02
2.360000000000000000e+02,2.611859626712749716e+01
2.370000000000000000e+02,8.980960927494155044e+01
2.380000000000000000e+02,1.524399414822101164e+02
2.390000000000000000e+02,1.566175044015936635e+02
2.400000000000000000e+02,8.057670316017576795e+01
2.410000000000000000e+02,3.079034734723105160e+01
2.420000000000000000e+02,1.141345118059115471e+01
2.430000000000000000e+02,3.930253038465691962e+00
2.440000000000000000e+02,5.749662320038725991e-04
2.450000000000000000e+02,1.713297687107683842e+01
2.460000000000000000e+02,6.371861749664910235e+01
2.470000000000000000e+02,1.083380348839490921e+02
2.480000000000000000e+02,1.130008350283394378e+02
2.490000000000000000e+02,5.735691793761152724e+01
2.500000000000000000e+02,1.015124980617697403e+01
2.510000000000000000e+02,4.122213275058987936e-01
2.520000000000000000e+02,5.328310900591097798e-01
2.530000000000000000e+02,1.348468513300671212e+01
2.540000000000000000e+02,4.848386651223458443e+01
2.550000000000000000e+02,7.178394134575191288e+01
2.560000000000000000e+02,6.594681807996617806e+01
2.570000000000000000e+02,2.708776297085253759e+01
2.580000000000000000e+02,1.322291245507586088e-01
2.590000000000000000e+02,1.838247157101958251e+01
2.600000000000000000e+02,5.766653231249791389e+01
2.610000000000000000e+02,1.320781790255713872e+02
2.620000000000000000e+02,1.589843339291522284e+02
2.630000000000000000e+02,9.626690604220738123e+01
2.640000000000000000e+02,2.655987868757488712e+01
2.650000000000000000e+02,5.287998203979562106e+00
2.660000000000000000e+02,4.540448840990244372e-01
2.670000000000000000e+02,8.419665449052256001e-01
2.680000000000000000e+02,1.955137491787299098e+01
2.690000000000000000e+02,5.383135921058130435e+01
2.700000000000000000e+02,7.204832480356719770e+01
2.710000000000000000e+02,6.161290337574883580e+01
